year_85,year_86,year_87,year_88,field_goals_0,field_goals_1,field_goals_2,field_goals_3,field_goals_4,field_goals_5,field_goals_6,field_goals_7,field_goals_8,field_goals_9,field_goals_10,field_goals_11,field_goals_12,field_goals_13,field_goals_14,field_goals_15,binaryClass
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,N
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,N
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,N
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,N
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,N
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,N
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,N
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,N
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,N
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,N
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,N
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,N
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,N
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,N
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,N
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,N
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,N
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,N
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,N
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,N
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,N
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,N
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,N
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,N
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,N
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,N
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,N
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,N
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,N
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,N
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,N
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,N
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,N
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,N
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,N
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,N
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,N
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,N
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,N
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,N
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,N
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,N
0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,N
0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,N
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,N
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,P
0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,P
